Class,Order,Family,Genus,Species,Common name,Female maturity (days),s,Gestation/Incubation (days),Weaning (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Weaning weight (g),Adult weight (g),Maximum longevity (yrs),,Metabolic rate (W),Temperature (K),q1 - W,q2 - B,q3 - S,q1 - W,q2 - B,q3 - S,q4 - X
Mammalia,Carnivora,Mustelidae,Meles,meles,Old World badger,365,365,49,90,3,1,365,80,,13000,18.6,16.647,11050,310.15,0.36012672,0.263489765,0.376383515,0.125001693,0.101889494,0.277545731,0.495563082
Mammalia,Carnivora,Mustelidae,Mellivora,capensis,Honey badger,,,180,,2,2,182,210,,10000,31.3,,,,0.342476471,0.395927842,0.261595688,,,,
Mammalia,Carnivora,Mustelidae,Melogale,moschata,Ferret badger,,,,,2.5,,,,,672,19,,,,0.230566088,0.443959205,0.325474706,,,,
Mammalia,Carnivora,Mustelidae,Mustela,erminea,Ermine,95,365,43,45,6.77,1,365,2.3,26.6,110.3,12.5,1.276,125.5,312.75,0.15667695,0.457099338,0.386223712,0.033520081,0.240919071,0.367880598,0.35768025
Mammalia,Carnivora,Mustelidae,Mustela,eversmanii,East European polecat,319,319,36,51,9.4,1,365,5.73,,1350,9.1,,,,0.269782893,0.237267607,0.4929495,0.000289154,0.152407742,0.256990031,0.590313073
Mammalia,Carnivora,Mustelidae,Mustela,frenata,Long-tailed weasel,162,365,25,37,6.2,1,365,3.1,34.6,150.6,8.8,1.344,225,312.15,0.174450159,0.359811576,0.465738266,0.043560594,0.255018995,0.330341834,0.371078576
Mammalia,Carnivora,Mustelidae,Mustela,lutreola,European mink,323,323,54,57,4,,365,8,,590,8.4,,,,0.234606417,0.268382407,0.497011175,0.064442775,0.232708089,0.272267607,0.430581529
Mammalia,Carnivora,Mustelidae,Mustela,nigripes,Black-footed ferret,365,365,43,,3,,365,7.4,,1021,9.4,,,,0.257204533,0.261117064,0.481678403,0.03553998,0.200451256,0.245253793,0.51875497
Mammalia,Carnivora,Mustelidae,Mustela,nivalis,Common weasel,120,120,36,39,5,1.5,200,2.6,43.5,46.9,9.1,,,,0.123129809,0.436526819,0.440343373,0.080155892,0.32363032,0.362745743,0.233468045
Mammalia,Carnivora,Mustelidae,Mustela,putorius,European polecat,312,322,42,63,7.5,1.5,140,9.5,,809,11.1,,,,0.245065982,0.312251186,0.442682832,0.067640587,0.22407255,0.263304262,0.444982601
Mammalia,Carnivora,Mustelidae,Mustela,sibirica,Siberian weasel,,,29,60,6,,,,,565,8.8,,,,0.232162535,0.281397115,0.486440351,,,,
Mammalia,Carnivora,Mustelidae,Neovison,vison,American mink,334,371,42,49,4.5,1,365,8.5,110,925,11.4,2.722,660,312.15,0.250597091,0.310293328,0.439109581,0.053276115,0.216577892,0.248499452,0.481646541
Mammalia,Carnivora,Mustelidae,Pteronura,brasiliensis,Giant otter,730,,68,122,1.5,1,365,204.25,,24000,17.3,,,,0.387750898,0.210857769,0.401391333,0.178873891,0.143491684,0.220637681,0.456996744
Mammalia,Carnivora,Mustelidae,Taxidea,taxus,American badger,183,441,41,56,3,0.7,365,93.5,3000,8000,25,15.062,9000,311.15,0.335413085,0.358691529,0.305895386,0.158347311,0.100664625,0.355374127,0.385613937
Mammalia,Carnivora,Mustelidae,Vormela,peregusna,Marbled polecat,91,,61,30,5.76,,365,,,542.5,8.8,,,,0.23038875,0.283807176,0.485804074,,,,
Mammalia,Carnivora,Nandiniidae,Nandinia,binotata,African palm civet,1095,1095,64,64,2,2,182,55,,1900,21,5.565,4270,310.55,0.274740564,0.404794956,0.32046448,0.191776608,0.368336755,0.108832569,0.331054069
Mammalia,Carnivora,Otariidae,Arctocephalus,australis,South American fur seal,1095,2556,236,411,1,1,365,4250,,110000,30.6,,,,0.447411094,0.248638656,0.30395025,0.370431373,0.189115621,0.228334855,0.212118151
Mammalia,Carnivora,Otariidae,Arctocephalus,pusillus,South African fur seal,1276,1643,368,354,1,1,365,6200,26150,127551,32.1,,,,0.453302745,0.250606186,0.296091069,0.39664864,0.206868244,0.217089517,0.179393599
Mammalia,Carnivora,Otariidae,Arctocephalus,tropicalis,Sub-Antarctic fur seal,1734,3833,357,239,1,1,365,4420,,50000,23,,,,0.4163961,0.231283325,0.352320575,0.409367716,0.286582512,0.187700308,0.116349464
Mammalia,Carnivora,Otariidae,Eumetopias,jubatus,Northern sea lion,1780,2420,274,279,1,1,365,19000,106610,415000,32.8,,,,0.504541035,0.185483569,0.309975396,0.438205427,0.176505296,0.20823389,0.177055387
Mammalia,Carnivora,Otariidae,Neophoca,cinerea,Australian sea lion,1095,2191,258,570,1,0.69,540,7075,59724,190000,24.1,,,,0.474110914,0.162600907,0.363288179,0.38444729,0.145563039,0.261983735,0.208005936
Mammalia,Carnivora,Otariidae,Otaria,flavescens,Southern sea lion,1461,2191,357,365,1,1,365,12500,,207500,29,,,,0.475752437,0.198939687,0.325307876,0.432035179,0.196145392,0.229425775,0.142393655
Mammalia,Carnivora,Otariidae,Phocarctos,hookeri,New Zealand sea lion,1095,2191,365,213,1,1,365,7000,,187580,23,,,,0.474107777,0.152869813,0.373022409,0.383538608,0.143600174,0.264872365,0.207988852
Mammalia,Carnivora,Otariidae,Zalophus,californianus,California sea lion,1095,1826,259,315,1.2,0.5,730,7000,25000,180000,35.7,,,311.25,0.467071249,0.254049211,0.27887954,0.391183835,0.172651311,0.234340269,0.201824584
Mammalia,Carnivora,Phocidae,Halichoerus,grypus,Gray seal,1460,1887,240,19,1,0.9,365,14000,41450,268000,42.9,,,,0.482256764,0.271701614,0.246041622,0.434879426,0.200453698,0.206086554,0.158580321
Mammalia,Carnivora,Phocidae,Phoca,vitulina,Harbor seal,1095,1460,253,30,1,1,365,11000,23945,115000,47.6,73.29,27400,309.85,0.444089364,0.345224223,0.210686413,0.452553783,0.244142792,0.229664812,0.073638613
Mammalia,Carnivora,Phocidae,Pusa,caspica,Caspian seal,2009,2191,330,30,1,,365,5000,,86000,50,,,,0.430819854,0.373504275,0.195675871,0.406234832,0.30274951,0.117975908,0.173039749
Mammalia,Carnivora,Phocidae,Pusa,hispida,Ringed seal,1826,2191,251,53,1,1,365,6000,14000,90000,46,,,,0.433797264,0.352083174,0.214119562,0.417341368,0.291209127,0.142768854,0.148680651
Mammalia,Carnivora,Phocidae,Pusa,sibirica,Baikal seal,2129,2557,273,68,1.02,1,365,3000,66900,90000,56,,,,0.431454547,0.396258159,0.172287294,0.364031353,0.29301434,0.085073284,0.257881023
Mammalia,Carnivora,Procyonidae,Bassaricyon,alleni,Southern bushy-tailed olingo,,,,,,,,,,1235,25.2,,,,0.253766052,0.471286744,0.274947204,,,,
Mammalia,Carnivora,Procyonidae,Bassaricyon,gabbii,Olingo,685,594,73,,1,,,55,,1235,21.8,,,,0.25549214,0.438739091,0.305768768,0.208143698,0.363107536,0.169522153,0.259226612
Mammalia,Carnivora,Procyonidae,Bassariscus,astutus,Ringtail,300,300,52,42,3,1,365,30,258.7,1015,19,,,310.75,0.248566223,0.419502218,0.331931559,0.158809368,0.271976756,0.269939461,0.299274415
Mammalia,Carnivora,Procyonidae,Bassariscus,sumichrasti,Cacomistle,300,300,64,,2,,,25,,900,24,3.537,1280,311.95,0.240535262,0.479096322,0.280368415,0.152320048,0.2895867,0.247593893,0.31049936
Mammalia,Carnivora,Procyonidae,Nasua,narica,White-nosed coati,712,712,78,127,4.17,,365,140,,3750,26.4,6.733,3670,311.75,0.301692086,0.415863274,0.28244464,0.237460874,0.313936981,0.182272325,0.26632982
Mammalia,Carnivora,Procyonidae,Nasua,nasua,Coatimundi,730,730,73,86,4,,365,140,730,4750,23.7,5.591,3924.3,309.55,0.313295074,0.377615482,0.309089444,0.22549989,0.289501161,0.186357933,0.298641015
Mammalia,Carnivora,Procyonidae,Potos,flavus,Kinkajou,820,550,115,119,1,1,365,175,,3000,38.4,4.294,2318,309.25,0.287489735,0.513241492,0.199268773,0.272015371,0.376391769,0.144773938,0.206818922
Mammalia,Carnivora,Procyonidae,Procyon,cancrivorus,Crab-eating raccoon,365,365,63,,3,,,71,,6270,19,2.588,1160,310.15,0.32804579,0.311512427,0.360441783,0.148583271,0.162414896,0.272185935,0.416815898
Mammalia,Carnivora,Procyonidae,Procyon,lotor,Common raccoon,365,365,63,91,4,1,365,80,1175,6000,21,10.428,4842.2,311.15,0.324932565,0.336598515,0.338468921,0.161729088,0.176222736,0.269261819,0.392786356
Mammalia,Carnivora,Ursidae,Ailuropoda,melanoleuca,Giant panda,2192,2192,48,182,1.5,0.7,548,110,22000,117500,36.8,,,,0.448092808,0.286159393,0.265747799,0.074290358,0.13248556,-0.001086245,0.794310328
Mammalia,Carnivora,Ursidae,Helarctos,malayanus,Sun bear,2372,1095,95,90,1,,,325,,46000,35.90000153,,,311.25,0.407453981,0.336216057,0.256329963,0.206449605,0.25818519,0.026665138,0.508700067
Mammalia,Carnivora,Ursidae,Melursus,ursinus,Sloth bear,1095,1095,198,76,1.5,,1095,400,,100000,33.3,47.064,66957,,0.442243885,0.27328008,0.284476035,0.181187319,0.119532159,0.142884996,0.556395526
Mammalia,Carnivora,Ursidae,Tremarctos,ornatus,Spectacled bear,2008,2008,228,90,2,1,,320,,109250,39,,,,0.444223688,0.303516164,0.252260148,0.165639627,0.171197909,0.042673047,0.620489417
Mammalia,Carnivora,Ursidae,Ursus,americanus,American black bear,1278,1278,70,198,2,0.4,730,277.5,14050,154250,34,,,,0.460913717,0.252248274,0.28683801,0.132862373,0.084992187,0.108219962,0.673925478
Mammalia,Carnivora,Ursidae,Ursus,arctos,Brown bear and grizzly bear,1313,1313,103,213,2,0.4,852,510,26000,277500,40,,,310.45,0.484610797,0.253917648,0.261471555,0.158660198,0.06718756,0.113677088,0.660475154
Mammalia,Carnivora,Ursidae,Ursus,maritimus,Polar bear,1734,1734,65,303,2,0.4,750,665,27000,475000,43.8,,,309.95,0.506990923,0.242421564,0.250587512,0.159482307,0.061566967,0.078736087,0.700214639
Mammalia,Carnivora,Ursidae,Ursus,thibetanus,Asiatic black bear,1095,1095,228,99,2,,365,463,,103750,39.2,,,310.65,0.441908105,0.307728295,0.2503636,0.19370487,0.130896965,0.136473468,0.538924697
Mammalia,Carnivora,Viverridae,Arctictis,binturong,Binturong,925,840,92,79,2,2,348,318,2100,12250,27,12.747,14280,309.85,0.353094592,0.350705161,0.296200247,0.253614508,0.265976359,0.172855788,0.307553345
Mammalia,Carnivora,Viverridae,Arctogalidia,trivirgata,Small-toothed palm civet,1095,,45,61,2.5,2,182,,,2250,16.1,3.085,2010,309.35,0.285284929,0.335099066,0.379616005,,,,
Mammalia,Carnivora,Viverridae,Civettictis,civetta,African civet,365,213,65,120,2.5,2.2,221,380.5,1514,13666.7,28,,,,0.357438235,0.352381956,0.290179809,0.256568812,0.175847234,0.301646385,0.265937568
Mammalia,Carnivora,Viverridae,Genetta,genetta,Small-spotted genet,1479,,78,62,2,2,182,77.75,,1866.7,22.7,,,,0.273041715,0.42332458,0.303633705,0.224489816,0.415278507,0.074583412,0.285648265
Mammalia,Carnivora,Viverridae,Genetta,maculata,Panther genet,,,,,2.3,,,,,2225,20,,,,0.282213907,0.384473593,0.333312499,,,,
Mammalia,Carnivora,Viverridae,Genetta,tigrina,Large-spotted genet,1461,,70,59,2.5,2,304,71.5,,1820,21.3,4.189,1699,310.15,0.272693975,0.410531576,0.316774449,0.21780531,0.409690306,0.077837499,0.294666885
Mammalia,Carnivora,Viverridae,Hemigalus,derbyanus,Banded palm civet,,,,71,2,,,125,,2400,16,,,,0.28817616,0.32987235,0.381951489,,,,
Mammalia,Carnivora,Viverridae,Paguma,larvata,Masked palm civet,,,,,2.3,2,182,,,4300,27.4,,,,0.307223043,0.416095928,0.276681028,,,,
Mammalia,Carnivora,Viverridae,Paradoxurus,hermaphroditus,Common palm civet,341,,60,,3.4,2,182,88.65,,3100,24.5,5.534,3282.6,309.65,0.294272904,0.410379175,0.295347922,0.201681431,0.239719896,0.271301165,0.287297507
Mammalia,Carnivora,Viverridae,Viverra,civettina,Malabar civet,,,,,,,,,,12061,15.4,,,,0.35910271,0.225538829,0.415358461,,,,
Mammalia,Carnivora,Viverridae,Viverra,tangalunga,Tangalunga,,,,,2,,,,,7350,15,,,,0.337797897,0.24900173,0.413200373,,,,
Mammalia,Carnivora,Viverridae,Viverra,zibetha,Oriental civet,,,80,30,3,2,182,,,10000,21.7,,,,0.346838981,0.313666997,0.339494021,,,,
Mammalia,Cetacea,Balaenidae,Balaena,mysticetus,Bowhead whale,8212,8212,396,365,1,0.3,1642,900000,,100000000,211,,,,0.721770648,0.278229352,2.22045E-16,0.543291579,0.088331001,0.001819586,0.366557834
Mammalia,Cetacea,Balaenidae,Eubalaena,australis,Southern right whale,3285,3650,365,240,1,0.3,1214,910000,,45000000,70,,,,0.700057218,0.07780492,0.222137861,0.558779701,0.006645378,0.202438319,0.232136601
Mammalia,Cetacea,Balaenidae,Eubalaena,glacialis,Northern right whale,2920,2920,350,213,1,0.29,1445,794328,,23000000,67,,,,0.671283194,0.107772608,0.220944198,0.576574891,0.046499051,0.216899131,0.160026927
Mammalia,Cetacea,Balaenopteridae,Balaenoptera,acutorostrata,Minke whale,2740,2740,312,183,1,1,470,320000,,7500000,50,,,,0.625856273,0.108506077,0.26563765,0.548253024,0.089161531,0.215392095,0.147193349
Mammalia,Cetacea,Balaenopteridae,Balaenoptera,borealis,Sei whale,3652,3652,345,266,1,0.5,730,680000,,20000000,74,,,,0.663999279,0.138377299,0.197623422,0.573191565,0.080384409,0.17464863,0.171775396
Mammalia,Cetacea,Balaenopteridae,Balaenoptera,edeni,Bryde's whale,3104,3104,376,274,1,0.5,,1000000,,16000000,72,,,,0.654585637,0.145458124,0.199956238,0.613461271,0.096171081,0.211489817,0.07887783
Mammalia,Cetacea,Balaenopteridae,Balaenoptera,musculus,Blue whale,1827,1827,350,182,1,0.4,914,2000000,17000000,136000000,110,,,,0.742949555,0.113714535,0.14333591,0.574701021,-0.092021151,0.276405625,0.240914506
Mammalia,Cetacea,Balaenopteridae,Balaenoptera,physalus,Fin whale,2701,2864,342,183,1,0.4,608,1800000,,70000000,114,,,,0.713534399,0.161124433,0.125341168,0.599752728,0.001585909,0.217825423,0.180835941
Mammalia,Cetacea,Balaenopteridae,Megaptera,novaeangliae,Humpback whale,1643,1643,342,236,1,0.5,657,1350000,,30000000,95,,,309.15,0.678722217,0.170430659,0.150847124,0.608242222,0.007133339,0.287939847,0.096684592
Mammalia,Cetacea,Delphinidae,Cephalorhynchus,commersonii,Commerson's dolphin,2008,2008,350,270,1,1,365,6600,,50000,25.8,,,,0.415027936,0.257081845,0.327890219,0.445061656,0.321319159,0.173456474,0.06016271
Mammalia,Cetacea,Delphinidae,Cephalorhynchus,hectori,Hector's dolphin,2829,2829,330,540,1,0.42,,,,56000,20,,,,0.423007253,0.193176075,0.383816672,,,,
Mammalia,Cetacea,Delphinidae,Globicephala,macrorhynchus,Short-finned pilot whale,3470,5332,452,730,1,0.2,1095,60000,,2200000,63,,,,0.569570971,0.233142283,0.197286746,0.470974958,0.173275722,0.111364672,0.244384648
Mammalia,Cetacea,Delphinidae,Globicephala,melas,Long-finned pilot whale,2470,4380,450,812,1,0.2,,109667,,1060000,60,,,,0.538280186,0.265490182,0.196229632,0.550519185,0.22260441,0.181007692,0.045868713
Mammalia,Cetacea,Delphinidae,Grampus,griseus,Risso's dolphin,3285,,365,450,1,0.4,,20000,,425000,42.5,,,,0.502494887,0.242251727,0.255253386,0.449581249,0.249874741,0.109398548,0.191145462
Mammalia,Cetacea,Delphinidae,Lagenorhynchus,acutus,Atlantic white-sided dolphin,2231,4380,316,548,1,0.4,913,24000,,208000,27,,,,0.476708527,0.182749503,0.34054197,0.4880654,0.255160768,0.199320542,0.05745329
Mammalia,Cetacea,Delphinidae,Lagenorhynchus,obliquidens,Pacific white-sided dolphin,3832,3285,320,,1,,,14000,,103000,46,,,,0.43968633,0.344081632,0.216232037,0.486857113,0.380083919,0.071403742,0.061655226
Mammalia,Cetacea,Delphinidae,Orcaella,brevirostris,Irrawaddy dolphin,1826,1826,426,471,1,,,12300,45000,190000,30,,,,0.471502911,0.211778217,0.316718872,0.436913494,0.226555726,0.196496414,0.140034366
Mammalia,Cetacea,Delphinidae,Orcinus,orca,Killer whale,3780,4930,435,471,1,0.2,1096,180000,,3990000,90,,,309.15,0.591308769,0.277933387,0.130757844,0.539812715,0.188832897,0.111948778,0.15940561
Mammalia,Cetacea,Delphinidae,Peponocephala,electra,Melon-headed whale,4290,2465,365,,1,,,12000,,206000,47,,,,0.469685246,0.307803383,0.222511371,0.443833225,0.326397118,0.049374813,0.180394843
Mammalia,Cetacea,Delphinidae,Pseudorca,crassidens,False killer whale,3468,6756,451,730,1,0.1,1096,,,748000,62.5,,,309.75,0.522577119,0.295332899,0.182089982,,,,
Mammalia,Cetacea,Delphinidae,Sotalia,fluviatilis,River dolphin,2190,2190,325,,1,,,,,46666.7,35,,,,0.408384436,0.329661036,0.261954528,,,,
Mammalia,Cetacea,Delphinidae,Sousa,chinensis,Indo-Pacific humpbacked dolphin,3468,4563,330,150,1,1,,,,280000,40,,,,0.485002269,0.25338575,0.261611981,,,,
Mammalia,Cetacea,Delphinidae,Stenella,attenuata,Pantropical spotted dolphin,2983,3956,345,543,1,0.3,1123,10000,,112500,46,,,,0.443537212,0.338849395,0.217613393,0.453154144,0.336648847,0.09380105,0.116395959
Mammalia,Cetacea,Delphinidae,Stenella,coeruleoalba,Striped dolphin,2834,3025,350,480,1.5,0.3,1253,10000,,112500,57.5,,,,0.440879689,0.388960464,0.170159847,0.455679054,0.344667223,0.085204926,0.114448796
Mammalia,Cetacea,Delphinidae,Steno,bredanensis,Rough-toothed dolphin,3650,5110,,,,,,,,114000,32,,,,0.448437365,0.256566639,0.294995997,,,,
Mammalia,Cetacea,Delphinidae,Tursiops,truncatus,Bottlenosed dolphin,2831,3689,365,548,1,0.5,858,19350,,200000,51.6,,,,0.467283004,0.330525299,0.202191697,0.482485277,0.311333354,0.114991945,0.091189424
Mammalia,Cetacea,Eschrichtiidae,Eschrichtius,robustus,Gray whale,2922,2922,395,180,1,0.5,730,500000,,28500000,77,,,,0.678985167,0.126297178,0.194717655,0.530529816,0.019742759,0.191512786,0.258214639
Mammalia,Cetacea,Hyperoodontidae,Berardius,bairdii,Baird's beaked whale,4383,2922,517,,1,0.3,,,,11380000,84,,,,0.637877271,0.200283002,0.161839727,,,,
Mammalia,Cetacea,Hyperoodontidae,Hyperoodon,ampullatus,Northern bottlenose whale,3652,3287,365,365,1,1,365,,,6500000,37,,,,0.623196097,0.049374038,0.327429865,,,,
Mammalia,Cetacea,Hyperoodontidae,Mesoplodon,densirostris,Blainville's beaked whale,3287,3285,,,1,,,60000,,1088000,27,,,,0.548928016,0.084624063,0.366447921,0.49142193,0.180316046,0.177653829,0.150608195
Mammalia,Cetacea,Hyperoodontidae,Mesoplodon,europaeus,Gervais's beaked whale,,,,,,,,,,5600000,48,,,,0.613591037,0.116664211,0.269744752,,,,
Mammalia,Cetacea,Hyperoodontidae,Ziphius,cavirostris,Cuvier's beaked whale,,,365,,1,,,270000,,2701000,62,,,,0.57871672,0.217381583,0.203901697,,,,
Mammalia,Cetacea,Iniidae,Inia,geoffrensis,Amazon dolphin,1825,1825,287,360,1,1,,6800,,84000,31.29999924,,,,0.435371234,0.269710667,0.2949181,0.425729532,0.279249877,0.173816182,0.121204408
Mammalia,Cetacea,Iniidae,Lipotes,vexillifer,Yangzte river dolphin or baiji,2920,1460,319,,1,0.5,730,,,83500,24,,,,0.438273374,0.210427304,0.351299322,,,,
Mammalia,Cetacea,Kogiidae,Kogia,breviceps,Pygmy sperm whale,,,335,365,1,1,,82000,,424600,17,,,,0.513366329,0.036537306,0.450096365,,,,
Mammalia,Cetacea,Monodontidae,Delphinapterus,leucas,Beluga,1644,2283,416,679,1,0.3,1004,66000,,1430000,40,,,308.95,0.556177755,0.156678808,0.287143436,0.486549125,0.11631502,0.246863811,0.150272044
Mammalia,Cetacea,Monodontidae,Monodon,monoceros,Narwhal,2191,2922,450,608,1,0.3,914,80000,,1250000,50,,,,0.54764812,0.214768382,0.237583497,0.513703962,0.175174679,0.199167468,0.111953891
Mammalia,Cetacea,Phocoenidae,Neophocaena,phocaenoides,Finless porpoise,2190,1460,320,320,1,0.5,730,7000,24500,32500,33,,,,0.393293462,0.337903705,0.268802832,0.473399013,0.383436299,0.146732204,-0.003567516
Mammalia,Cetacea,Phocoenidae,Phocoena,phocoena,Harbor porpoise,1055,1461,320,243,1,1,365,7000,,52500,20.4,107.675,28500,,0.419954385,0.201450656,0.378594959,0.439534684,0.243939117,0.278460022,0.038066176
Mammalia,Cetacea,Phocoenidae,Phocoenoides,dalli,Dall's porpoise,1826,2375,347,302,1,0.7,1096,,,120000,22,,,,0.455138658,0.169380192,0.375481149,,,,
Mammalia,Cetacea,Physeteridae,Physeter,macrocephalus,Sperm whale,2922,3650,502,560,1,0.2,1259,1000000,,28500000,77,,,,0.678985167,0.126297178,0.194717655,0.587632367,0.044021821,0.214858381,0.153487431
Mammalia,Cetacea,Platanistidae,Platanista,gangetica,Ganges dolphin,3652,3652,345,365,1,,,,,70000,28,,,,0.428739993,0.255503447,0.31575656,,,,
Mammalia,Chiroptera,Emballonuridae,Saccopteryx,bilineata,Greater sac-winged bat,365,,,60,1,1,,3.49,6.8,7.9,6,0.081,7.8,308.65,0.050345006,0.448623969,0.501031025,0.188649766,0.571329698,0.252044872,-0.012024336
Mammalia,Chiroptera,Megadermatidae,Macroderma,gigas,Australian false vampire bat,,,,,1,1,,21.6,,150,22.6,0.639,126,310.15,0.163042916,0.571861165,0.265095919,,,,
Mammalia,Chiroptera,Megadermatidae,Megaderma,lyra,Greater false vampire bat,540,450,150,,1,1,,7.5,,38.6,14,,,,0.109498134,0.544817981,0.345683886,0.193794666,0.546583562,0.165880924,0.093740849
Mammalia,Chiroptera,Molossidae,Tadarida,brasiliensis,Brazilian free-tailed bat,273,547,78,,1,1,365,2.8,,12.5,12,0.117,13.3,309.15,0.062118933,0.577069609,0.360811458,0.156459398,0.536015599,0.235522612,0.072002391
Mammalia,Chiroptera,Molossidae,Tadarida,teniotis,European free-tailed bat,,,,,1,,,,,35,13,,,308.25,0.106107319,0.533981965,0.359910716,,,,
Mammalia,Chiroptera,Mystacinidae,Mystacina,tuberculata,New Zealand lesser short-tailed bat,,,,,1,1,,3.2,,23.5,7.6,,,,0.095112942,0.437057664,0.467829394,,,,
Mammalia,Chiroptera,Noctilionidae,Noctilio,leporinus,Greater bulldog bat,,,,,1,1,,,,50,11.8,0.4,61,306.95,0.122829184,0.491079513,0.386091303,,,,
Mammalia,Chiroptera,Phyllostomidae,Anoura,geoffroyi,Geoffroy's tailless bat,,,120,,1,1,,5.1,,15.2,10,,,,0.072826542,0.524527577,0.40264588,,,,
Mammalia,Chiroptera,Phyllostomidae,Artibeus,jamaicensis,Jamaican fruit-eating bat,289,289,76,,1,2,,5.9,,42.2,19.2,0.359,46.1,309.55,0.109628565,0.610460478,0.279910958,0.169191828,0.488879732,0.220073822,0.121854618
Mammalia,Chiroptera,Phyllostomidae,Carollia,perspicillata,Seba's short-tailed bat,258,258,95,,1,2,159,5,12.5,15,17,0.24,14.9,309.55,0.0659289,0.644475624,0.289595476,0.200067112,0.555216236,0.238436746,0.006279906
Mammalia,Chiroptera,Phyllostomidae,Desmodus,rotundus,Vampire bat,285,285,189,274,1,2,289,8,,33.2,29.2,0.194,29.4,308.15,0.094165363,0.7188386,0.186996037,0.210569261,0.543370968,0.203129498,0.042930273
Mammalia,Chiroptera,Phyllostomidae,Diphylla,ecaudata,Hairy-legged vampire bat,,,,,1,,,4.8,,28,8,,,,0.102149514,0.43818586,0.459664626,,,,
Mammalia,Chiroptera,Phyllostomidae,Glossophaga,soricina,Pallas's long-tongued bat,,,106,61,1,2,,,,10,11,0.164,9.6,308.65,0.053415244,0.570763352,0.375821404,,,,
Mammalia,Chiroptera,Phyllostomidae,Leptonycteris,curasoae,Southern long-nosed bat,,,122,,1,1,,,,25,10.1,,,,0.094426827,0.497252547,0.408320626,,,,
Mammalia,Chiroptera,Phyllostomidae,Macrotus,californicus,California leaf-nosed bat,120,,270,,1,,,2.52,,11.6,17,0.082,11.7,308.15,0.054709189,0.659719972,0.285570839,0.149265588,0.480334073,0.318547088,0.051853251
Mammalia,Chiroptera,Phyllostomidae,Macrotus,waterhousii,Waterhouse's leaf-nosed bat,,,,,1,,,0.59,,16,10.4,,,,0.074598335,0.530293318,0.395108347,,,,
Mammalia,Chiroptera,Phyllostomidae,Phyllostomus,discolor,Pale spear-nosed bat,,,105,,1,,,7,,43.4,9,0.267,33.5,307.75,0.119876082,0.438645049,0.441478869,,,,
